Season_Year,GameKey,PlayID,GSISID,Time,x,y,dis,o,dir,Event,GamePlayKey,post_punt_playduration,post_punt_duration,GamePlayTimeKey,GSISID_partner,x_partner,y_partner,dis_partner,o_partner,dir_partner,Season_Type,Week,Game_Date,Game_Day,Start_Time,Temperature,PlayPlayerPartnerID
2016,109,4220,30286,43:22.3,61.93000031,24.17000008,0.289999992,20.81999969,106.6500015,,109_4220,7.200000025,0.50000003,109_4220_2016-09-25 23:43:22.300,27710,61.66999817,24.53000069,0.370000005,96.12000275,87.81999969,Reg,3,00:00.0,Sunday,16:25,85,4220_30286_27710
2016,109,4220,31258,43:22.3,62.11999893,24.70999908,0.360000014,331.2900085,111.3899994,,109_4220,7.200000025,0.50000003,109_4220_2016-09-25 23:43:22.300,27710,61.66999817,24.53000069,0.370000005,96.12000275,87.81999969,Reg,3,00:00.0,Sunday,16:25,85,4220_31258_27710
2017,451,1595,33642,07:15.5,30.04000092,21.82999992,0.059999999,186.9499969,159.6499939,,451_1595,12.49999997,1.599999964,451_1595_2017-10-01 18:07:15.500,33912,30.20000076,22.25,0.039999999,49.61000061,121.75,Reg,4,00:00.0,Sunday,13:00,63,1595_33642_33912
2017,430,1971,28114,14:32.8,85.05999756,53.16999817,0.029999999,269.4700012,357.2900085,,430_1971,8.000000045,7.500000045,430_1971_2017-09-19 02:14:32.800,32470,84.95999908,53.22000122,0.49000001,275.6900024,34.86000061,Reg,2,00:00.0,Monday,20:30,72,1971_28114_32470
2016,212,911,28114,05:00.5,69.55000305,26.37000084,0.129999995,61.04999924,92.51999664,,212_911,8.199999981,5.299999975,212_911_2016-11-15 02:05:00.500,31380,69.91000366,26.09000015,0.340000004,271.7900085,91.95999908,Reg,10,00:00.0,Monday,20:30,56,911_28114_31380
2016,77,3895,28114,19:31.5,40.83000183,15.52999973,0.689999998,198.6399994,304.2900085,,77_3895,5.599999987,0.799999982,77_3895_2016-09-11 23:19:31.500,29676,40.54999924,15.13000011,0.74000001,249.0599976,311.9899902,Reg,1,00:00.0,Sunday,15:25,,3895_28114_29676
2016,138,453,32168,42:22.2,110.5800018,26.42000008,0.180000007,136.8300018,120.6699982,,138_453,5.599999979,4.999999978,138_453_2016-10-09 20:42:22.200,29676,110.6200027,25.94000053,0.289999992,280.1300049,114.3199997,Reg,5,00:00.0,Sunday,15:25,,453_32168_29676
2017,430,1297,32560,27:44.8,67.66999817,0.460000008,0.660000026,155.4900055,272.8299866,,430_1297,7.899999991,1.599999994,430_1297_2017-09-19 01:27:44.800,28114,67.83999634,0.170000002,0.689999998,178.5899963,272.269989,Reg,2,00:00.0,Monday,20:30,72,1297_32560_28114
2017,401,1074,29068,46:36.6,92.80999756,28.44000053,0.610000014,11.01000023,110.3000031,,401_1074,8.599999979,7.399999976,401_1074_2017-09-10 17:46:36.600,32773,93.25,28.59000015,0.379999995,344.6300049,79.38999939,Reg,1,00:00.0,Sunday,12:00,64,1074_29068_32773
2017,429,1651,29068,48:30.1,81.23000336,19.88999939,0.479999989,319.3500061,246.0700073,,429_1651,7.799999967,0.899999976,429_1651_2017-09-18 01:48:30.100,31384,81.44999695,19.64999962,0.479999989,186.7799988,250.7299957,Reg,2,00:00.0,Sunday,20:30,78,1651_29068_31384
2017,443,1378,33912,27:51.5,78.55999756,27.13999939,0.140000001,26.60000038,185.5800018,,443_1378,11.19999997,0.299999967,443_1378_2017-09-24 21:27:51.500,31384,78.94000244,26.82999992,0.159999996,154.3800049,198.1300049,Reg,3,00:00.0,Sunday,15:25,89,1378_33912_31384
2017,448,1517,32946,36:24.2,84.63999939,29.29000092,0.200000003,34.99000168,34.50999832,,448_1517,8.600000009,7.700000003,448_1517_2017-10-01 14:36:24.200,28908,84.27999878,29.62000084,0.200000003,36.02999878,53.09000015,Reg,4,00:00.0,Sunday,14:30,63,1517_32946_28908
2017,434,1368,32946,02:10.3,61.56000137,48.52999878,0.810000002,178.2599945,244.4700012,,434_1368,9.199999973,3.899999976,434_1368_2017-09-24 18:02:10.300,29747,61.20000076,48.86999893,0.569999993,80.41999817,228.4400024,Reg,3,00:00.0,Sunday,13:00,82,1368_32946_29747
2017,448,2792,31307,39:51.5,77.26000214,12.27000046,0.25999999,299.6799927,300.0799866,,448_2792,7.600000039,0.900000036,448_2792_2017-10-01 15:39:51.500,33770,77.25,12.10000038,0.349999994,251.9700012,308.4899902,Reg,4,00:00.0,Sunday,14:30,63,2792_31307_33770
2016,164,2939,31307,23:12.7,56.41999817,19.42000008,0.090000004,314.4200134,274.4899902,,164_2939,7.00000003,0.900000028,164_2939_2016-10-23 19:23:12.700,25555,56.86000061,19.35000038,0.189999998,179.0099945,272.6300049,Reg,7,00:00.0,Sunday,13:00,81,2939_31307_25555
2016,68,2654,30551,11:27.3,51.06999969,29.10000038,0.109999999,261.1000061,297.6799927,,68_2654,4.700000018,1.500000022,68_2654_2016-09-11 19:11:27.300,25555,51.11999893,28.62999916,0.119999997,73.80000305,128.7100067,Reg,1,00:00.0,Sunday,13:00,84,2654_30551_25555
2016,144,2661,31171,56:41.3,50.70000076,28.48999977,0.370000005,45.06999969,274.1400146,punt,144_2661,6.900000028,2.98E-08,144_2661_2016-10-16 18:56:41.300,25555,50.81000137,28.87000084,0.090000004,240.5800018,228.75,Reg,6,00:00.0,Sunday,13:00,72,2661_31171_25555
2017,465,3651,31151,48:56.6,43.34999847,0.170000002,0.280000001,76.47000122,117.9499969,,465_3651,9.800000042,1.000000045,465_3651_2017-10-08 19:48:56.600,32166,43.41999817,0.310000002,0.349999994,67.83000183,100.2300034,Reg,5,00:00.0,Sunday,13:00,67,3651_31151_32166
2017,464,3420,33912,30:11.5,66.54000092,18.17000008,0.829999983,15.56999969,90.58999634,,464_3420,5.800000042,4.200000033,464_3420_2017-10-08 19:30:11.500,23259,66.72000122,17.71999931,0.920000017,109.8799973,90.68000031,Reg,5,00:00.0,Sunday,13:00,63,3420_33912_23259
2016,120,2130,31559,32:46.8,84.12999725,28,0.330000013,256.75,262.2000122,,120_2130,8.200000003,0.300000004,120_2130_2016-10-02 18:32:46.800,23259,84.58000183,27.90999985,0.270000011,130.5599976,276.5299988,Reg,4,00:00.0,Sunday,13:00,56,2130_31559_23259
2017,446,1974,29336,02:00.6,70.20999908,34.33000183,0.610000014,206.4299927,80.94999695,,446_1974,4.399999976,3.199999973,446_1974_2017-09-26 02:02:00.600,31900,69.76999664,34.54000092,0.720000029,345,84.25,Reg,3,00:00.0,Monday,17:30,,1974_29336_31900
2017,487,1071,29529,05:56.8,73.36000061,50.38999939,0.790000021,234.0599976,295.7999878,,487_1071,9.900000036,0.500000045,487_1071_2017-10-15 21:05:56.800,31060,73.51999664,50.84000015,0.800000012,190.0200043,294.730011,Reg,6,00:00.0,Sunday,15:25,60,1071_29529_31060
2017,487,1913,27442,10/15/2017 21:59,31.87999916,22.46999931,0.079999998,44.36000061,322.5599976,,487_1913,5.200000003,0.5,487_1913_2017-10-15 21:59:14.000,30665,32.15000153,22.84000015,0.170000002,8.779999733,306.8800049,Reg,6,00:00.0,Sunday,15:25,60,1913_27442_30665
2017,565,2722,28263,06:21.5,62.25,20.85000038,0.779999971,343.2000122,73.94999695,,565_2722,8.099999979,4.799999967,565_2722_2017-11-26 20:06:21.500,30665,62.70999908,20.95000076,0.810000002,315.7999878,65.31999969,Reg,12,00:00.0,Sunday,12:00,62,2722_28263_30665
2017,487,3497,33040,12:21.9,66.05999756,-0.300000012,0.25,289.7999878,244.3699951,,487_3497,15.09999996,14.99999997,487_3497_2017-10-15 23:12:21.900,30741,65.95999908,0.119999997,0.209999993,79.38999939,177.3200073,Reg,6,00:00.0,Sunday,15:25,60,3497_33040_30741
2017,435,2473,27743,00:23.4,62.00999832,27.32999992,0.050000001,208.4499969,298.480011,,435_2473,6.49999997,1.99999997,435_2473_2017-09-24 19:00:23.400,32366,61.90000153,26.87999916,0.129999995,296.7999878,286.6799927,Reg,3,00:00.0,Sunday,12:00,89,2473_27743_32366
2017,517,706,28292,01:49.9,59.83000183,24.60000038,0.300000012,72.77999878,236.9299927,,517_706,4.900000006,2.900000006,517_706_2017-10-30 01:01:49.900,32366,60.29000092,24.60000038,0.340000004,187.0599976,233.7700043,Reg,8,00:00.0,Sunday,20:30,68,706_28292_32366
2017,360,506,29955,23:25.8,46.88999939,25.37999916,0.50999999,354.6600037,83.01999664,,360_506,9.000000045,2.000000045,360_506_2017-08-20 20:23:25.800,32366,46.95999908,25.45000076,0.720000029,114.3099976,97.87000275,Pre,3,00:00.0,Sunday,16:00,83,506_29955_32366
2016,187,768,29892,33:51.1,51.15000153,29.06999969,0.289999992,214.6100006,36.88000107,,187_768,7.5,0.100000001,187_768_2016-11-06 18:33:51.100,32366,50.86999893,29.47999954,0.180000007,5.139999866,48.04999924,Reg,9,00:00.0,Sunday,13:00,65,768_29892_32366
2016,89,4361,23003,02:26.1,36.45999908,26.46999931,0.200000003,164.4799957,123.5500031,,89_4361,9.800000004,1,89_4361_2016-09-18 20:02:26.100,32366,36.34999847,26.47999954,0.239999995,341.1499939,68.30000305,Reg,2,00:00.0,Sunday,13:00,72,4361_23003_32366
2017,476,1278,27743,10/10/2017 1:22,29.04999924,34.15999985,0.119999997,166.5700073,153.3699951,,476_1278,9.399999976,8.599999964,476_1278_2017-10-10 01:22:27.000,27375,28.85000038,34.50999832,0.129999995,10.72000027,106.4499969,Reg,5,00:00.0,Monday,19:30,70,1278_27743_27375
2017,435,2473,32667,00:23.4,60.93000031,22.39999962,0.140000001,142.9900055,154.9900055,,435_2473,6.49999997,1.99999997,435_2473_2017-09-24 19:00:23.400,32486,60.65000153,22.46999931,0.07,58.02999878,235.6799927,Reg,3,00:00.0,Sunday,12:00,89,2473_32667_32486
2017,483,580,31290,21:11.7,66.81999969,26.87999916,0.07,346.1499939,57.18999863,,483_580,5.400000036,3.600000039,483_580_2017-10-15 17:21:11.700,26564,67.11000061,26.62999916,0.100000001,208.4499969,101.5999985,Reg,6,00:00.0,Sunday,13:00,73,580_31290_26564
2017,483,3896,32580,46:11.3,75.43000031,24.13999939,0.159999996,234.6399994,100.0100021,,483_3896,5.700000033,5.500000045,483_3896_2017-10-15 19:46:11.300,28091,75.37999725,23.87000084,0.289999992,226.1600037,121.1800003,Reg,6,00:00.0,Sunday,13:00,73,3896_32580_28091
2016,131,1782,32580,18:40.9,59.52000046,26.36000061,0.560000002,348.6000061,76.06999969,,131_1782,8.600000001,2.000000007,131_1782_2016-10-09 18:18:40.900,29942,59.72999954,26.64999962,0.419999987,171.0599976,74.73000336,Reg,5,00:00.0,Sunday,13:00,58,1782_32580_29942
2017,466,1418,28128,07:19.5,78.38999939,9.399999619,0.819999993,307.9700012,59.81000137,,466_1418,10.7,6.5,466_1418_2017-10-08 18:07:19.500,31665,78.05999756,9.239999771,0.790000021,30.34000015,89.40000153,Reg,5,00:00.0,Sunday,13:00,68,1418_28128_31665
2016,193,1126,28128,54:17.9,84.77999878,21.04999924,0.790000021,153.5299988,242.5700073,,193_1126,9.100000001,3.000000007,193_1126_2016-11-06 21:54:17.900,30463,84.86000061,21.35000038,0.720000029,198.3999939,252.1300049,Reg,9,00:00.0,Sunday,13:05,75,1126_28128_30463
2017,466,1418,30147,07:19.5,69.08000183,16.27000046,0.029999999,122.8300018,153.1399994,,466_1418,10.7,6.5,466_1418_2017-10-08 18:07:19.500,31608,69.55999756,16.20000076,0.07,142.4700012,159.3399963,Reg,5,00:00.0,Sunday,13:00,68,1418_30147_31608
2017,480,488,32676,17:46.5,105.2300034,45.50999832,0.360000014,85.06999969,80.66000366,,480_488,5.600000009,4.5,480_488_2017-10-15 17:17:46.500,33127,105.0199966,45.22999954,0.25999999,341.3999939,12.43000031,Reg,6,00:00.0,Sunday,12:00,85,488_32676_33127
2017,480,3171,33596,16:52.5,18.71999931,28.78000069,0.150000006,109.3399963,253.3399963,,480_3171,7.899999976,6.799999967,480_3171_2017-10-15 19:16:52.500,33855,19.15999985,28.81999969,0.219999999,349.0100098,73.51000214,Reg,6,00:00.0,Sunday,12:00,85,3171_33596_33855
2017,480,3171,32166,16:52.5,25.31999969,39.45000076,0.029999999,100.0599976,181.9700012,,480_3171,7.899999976,6.799999967,480_3171_2017-10-15 19:16:52.500,33575,25.56999969,39.08000183,0.07,236.9700012,137.0700073,Reg,6,00:00.0,Sunday,12:00,85,3171_32166_33575
2017,507,940,32166,05:48.9,59.93999863,44.09000015,0.699999988,325.6799927,266.4500122,,507_940,3.900000036,3.100000039,507_940_2017-10-29 14:05:48.900,32454,60.31000137,44.25,0.649999976,159.3099976,248.2899933,Reg,8,00:00.0,Sunday,13:30,56,940_32166_32454
2017,412,246,33048,38:03.8,104.4899979,15.07999992,0.270000011,67.72000122,164.8500061,,412_246,6.199999973,6.099999979,412_246_2017-09-11 00:38:03.800,29647,104.9199982,15.28999996,0.419999987,57.56999969,137.9100037,Reg,1,00:00.0,Sunday,19:30,,246_33048_29647
2017,412,335,32141,9/11/2017 0:42,106.9599991,34.86000061,0.209999993,36.74000168,295.7600098,,412_335,4.900000006,3,412_335_2017-09-11 00:42:32.000,28133,107.3700027,34.75999832,0.219999999,28.46999931,302.5599976,Reg,1,00:00.0,Sunday,19:30,,335_32141_28133
2017,411,879,32057,01:36.3,43,38.68000031,0.140000001,236.8200073,318.5700073,,411_879,8,6.300000012,411_879_2017-09-10 21:01:36.300,32942,42.83000183,39.13000107,0.140000001,356.3699951,52.86000061,Reg,1,00:00.0,Sunday,13:25,87,879_32057_32942
2016,214,3696,28102,46:00.3,36.08000183,23.25,0.930000007,155.1799927,231.0399933,,214_3696,7.700000003,3.200000003,214_3696_2016-11-20 20:46:00.300,32942,36.43999863,23.37000084,0.839999974,111.8000031,239.4100037,Reg,11,00:00.0,Sunday,13:00,36,3696_28102_32942
2017,427,2144,33945,59:54.1,68.33000183,33.40999985,0.49000001,333.5299988,87.37999725,,427_2144,7.799999967,0.699999973,427_2144_2017-09-17 21:59:54.100,31945,68.56999969,33.20000076,0.400000006,163.0800018,88.29000092,Reg,2,00:00.0,Sunday,13:25,76,2144_33945_31945
2017,484,454,29869,21:41.7,62.70999908,25.93000031,0.170000002,65.37999725,212.0599976,,484_454,4.700000003,1.700000003,484_454_2017-10-15 17:21:41.700,32060,62.86999893,25.86000061,0.230000004,155.3000031,242.7599945,Reg,6,00:00.0,Sunday,13:00,68,454_29869_32060
2017,418,581,32813,22:33.9,96.20999908,24.5,0.25999999,140.3699951,168.8099976,,418_581,8.199999973,1.199999973,418_581_2017-09-17 17:22:33.900,33140,95.91000366,24.63999939,0.230000004,18.51000023,148.7200012,Reg,2,00:00.0,Sunday,13:00,78,581_32813_33140
2017,403,1457,32366,01:57.4,50.74000168,29.21999931,0.439999998,127.9199982,287.7399902,,403_1457,5.800000042,1.300000042,403_1457_2017-09-10 18:01:57.400,28932,50.41999817,29,0.200000003,226.9700012,280.2600098,Reg,1,00:00.0,Sunday,13:00,63,1457_32366_28932
2016,80,2821,32366,22:12.8,83.16000366,36.36000061,0.699999988,290.8900146,21.20000076,,80_2821,8.899999984,8.699999988,80_2821_2016-09-13 01:22:12.800,32181,82.86000061,36.13999939,0.319999993,179.3899994,102.7799988,Reg,1,00:00.0,Monday,19:10,79,2821_32366_32181
2017,415,4137,33547,26:19.4,89.29000092,49.97000122,0.109999999,44.86999893,105.8000031,,415_4137,8.700000048,7.800000042,415_4137_2017-09-15 03:26:19.400,29520,89.58999634,50.36999893,0.090000004,134.0099945,96.90000153,Reg,2,00:00.0,Thursday,20:25,69,4137_33547_29520
2017,413,1673,29747,20:40.7,15.06000042,32.04999924,0.039999999,170.3999939,207.0399933,,413_1673,13.99999997,13.79999997,413_1673_2017-09-12 00:20:40.700,33838,14.96000004,31.70999908,0.079999998,309.019989,136.8399963,Reg,1,00:00.0,Monday,18:10,70,1673_29747_33838
2017,552,2747,28093,02:40.1,58.61999893,24.38999939,0.330000013,12.27999973,54.63999939,,552_2747,6.700000033,0.300000042,552_2747_2017-11-19 20:02:40.100,33838,59.02999878,24.52000046,0.25999999,183.3899994,73.83999634,Reg,11,00:00.0,Sunday,12:00,57,2747_28093_33838
2017,407,2982,32265,25:50.3,60.04000092,28.70999908,0.400000006,18.65999985,97.79000092,,407_2982,5.200000033,2.000000045,407_2982_2017-09-10 19:25:50.300,33954,60.22999954,28.28000069,0.50999999,342.6400146,100.5999985,Reg,1,00:00.0,Sunday,12:00,72,2982_32265_33954
2017,440,3843,31209,50:42.6,86.68000031,28.72999954,0.360000014,334.2600098,17.18000031,,440_3843,6,1.100000009,440_3843_2017-09-24 19:50:42.600,31999,86.31999969,28.79999924,0.270000011,210.3600006,26.98999977,Reg,3,00:00.0,Sunday,13:00,88,3843_31209_31999
2017,468,118,28908,10/8/2017 17:06,40.5,41.77000046,0.5,46.22000122,277.3399963,,468_118,7.900000036,6.200000033,468_118_2017-10-08 17:06:09.000,24535,40.66999817,42,0.620000005,275.1400146,284.6199951,Reg,5,00:00.0,Sunday,13:00,89,118_28908_24535
2016,67,649,32392,31:48.5,71.41000366,23.46999931,0.200000003,152.7799988,272.2799988,,67_649,4.999999985,0.799999982,67_649_2016-09-11 17:31:48.500,24535,71.34999847,23.87999916,0.25,266.9400024,261.1400146,Reg,1,00:00.0,Sunday,13:00,,649_32392_24535
2017,530,2048,28908,06:42.6,41.58000183,20.90999985,0.090000004,58,358.6099854,,530_2048,10.89999998,8.899999976,530_2048_2017-11-06 03:06:42.600,31209,41.70999908,20.48999977,0.310000002,77.83999634,227.0399933,Reg,9,00:00.0,Sunday,20:30,77,2048_28908_31209
2017,442,2883,30020,9/24/2017 22:19,60.86000061,45.49000168,0.620000005,279.9899902,0.720000029,,442_2883,7.299999967,6.599999964,442_2883_2017-09-24 22:19:58.000,28836,60.65000153,45.93999863,0.649999976,355.5299988,0.920000017,Reg,3,00:00.0,Sunday,15:05,88,2883_30020_28836
2016,13,3297,30020,8/13/2016 4:29,46.31999969,15.65999985,0.349999994,51.93999863,312.2600098,,13_3297,7.999999985,6.399999984,13_3297_2016-08-13 04:29:00.000,32798,46.75999832,15.60999966,0.389999986,205.8899994,322.0100098,Pre,2,00:00.0,Friday,19:00,,3297_30020_32798
2016,30,2953,30020,28:51.7,58.40999985,31.75,0.529999971,294.7399902,5.630000114,,30_2953,10.50000001,7.300000004,30_2953_2016-08-19 02:28:51.700,30758,58.38000107,32.04999924,0.449999988,17.69000053,5.070000172,Pre,3,00:00.0,Thursday,19:00,83,2953_30020_30758
2017,535,124,28292,05:05.4,60.91999817,50.75,0.360000014,173.3800049,11.93999958,,535_124,7.899999976,6.699999973,535_124_2017-11-12 18:05:05.400,33883,60.52000046,50.66999817,0.219999999,342.4700012,65.06999969,Reg,10,00:00.0,Sunday,13:00,68,124_28292_33883
2017,508,1216,27057,46:28.3,45.22999954,27.65999985,0.189999998,352.3900146,268.9599915,,508_1216,8.799999967,8.399999976,508_1216_2017-10-29 17:46:28.300,32935,45.09999847,27.34000015,0.159999996,344.5499878,244.2200012,Reg,8,00:00.0,Sunday,13:00,42,1216_27057_32935
2017,508,1216,29087,46:28.3,55.75999832,36.68999863,0.209999993,65.91000366,106.8899994,,508_1216,8.799999967,8.399999976,508_1216_2017-10-29 17:46:28.300,30578,55.52999878,36.59999847,0.029999999,148.0500031,57.06000137,Reg,8,00:00.0,Sunday,13:00,42,1216_29087_30578
2017,519,2236,27796,07:56.5,28.92000008,24.93000031,0.300000012,87.5,340.6199951,,519_2236,4.100000009,0.5,519_2236_2017-11-03 02:07:56.500,33571,28.82999992,25.01000023,0.119999997,92.73999786,262.3800049,Reg,9,00:00.0,Thursday,20:25,68,2236_27796_33571
2017,515,4371,33855,16:35.9,91.04000092,45.41999817,0.330000013,77.08000183,124.1200027,,515_4371,8.099999964,6.49999997,515_4371_2017-10-29 23:16:35.900,31796,90.88999939,45.70999908,0.469999999,34.34999847,99.58999634,Reg,8,00:00.0,Sunday,13:05,50,4371_33855_31796
2017,515,1784,32211,17:49.9,73.62000275,41.18000031,0.230000004,276.9299927,307.4100037,,515_1784,9.300000042,6.600000039,515_1784_2017-10-29 21:17:49.900,33547,73.91999817,40.86000061,0.239999995,161.8899994,162.3600006,Reg,8,00:00.0,Sunday,13:05,50,1784_32211_33547
2017,499,113,33944,05:15.5,36.06999969,30.5,0.649999976,120.1399994,220.2200012,,499_113,12.20000003,7.700000033,499_113_2017-10-22 17:05:15.500,32573,36.13999939,30.06999969,0.589999974,94.31999969,197.5700073,Reg,7,00:00.0,Sunday,12:00,,113_33944_32573
2017,498,3005,33399,30:55.6,52.70999908,23.94000053,0.150000006,0.310000002,61.63999939,,498_3005,4.800000027,0.300000027,498_3005_2017-10-22 19:30:55.600,30517,53.11000061,23.84000015,0.090000004,161.4900055,112.3700027,Reg,7,00:00.0,Sunday,13:00,86,3005_33399_30517
2017,565,297,28074,12:53.5,62.24000168,47.34999847,0.340000004,89.94999695,19.20000076,,565_297,9.000000045,8.900000036,565_297_2017-11-26 18:12:53.500,27057,62.29000092,47.54000092,0.400000006,152.5800018,333.5,Reg,12,00:00.0,Sunday,12:00,62,297_28074_27057
2016,153,2125,28074,10/16/2016 21:48,81.38999939,29.92000008,0.289999992,154.8600006,161.6199951,,153_2125,15.1,6.899999999,153_2125_2016-10-16 21:48:04.000,33056,81.06999969,29.65999985,0.379999995,359.8299866,135.1999969,Reg,6,00:00.0,Sunday,13:05,61,2125_28074_33056
2017,491,2874,32320,37:55.2,40.97999954,27.23999977,0.170000002,102.6299973,222.4499969,,491_2874,4.400000006,1.200000003,491_2874_2017-10-20 02:37:55.200,33464,41.43999863,27.40999985,0.230000004,146.8500061,209.8699951,Reg,7,00:00.0,Thursday,17:25,62,2874_32320_33464
2017,555,1832,33791,43:03.3,32.18000031,47.79000092,0.02,7.559999943,36.13999939,punt,555_1832,8.400000036,4.47E-08,555_1832_2017-11-19 22:43:03.300,33819,32.5,47.43000031,0.039999999,227.5800018,38.02999878,Reg,11,00:00.0,Sunday,14:25,60,1832_33791_33819
2017,555,1832,33552,43:05.8,33.5,48.16999817,0.140000001,36.79000092,131.9600067,,555_1832,8.400000036,2.500000045,555_1832_2017-11-19 22:43:05.800,33819,33.63999939,47.75,0.129999995,313.3299866,111.4300003,Reg,11,00:00.0,Sunday,14:25,60,1832_33552_33819
2017,555,1832,33819,43:05.8,33.63999939,47.75,0.129999995,313.3299866,111.4300003,,555_1832,8.400000036,2.500000045,555_1832_2017-11-19 22:43:05.800,33791,33.72000122,47.66999817,0.140000001,348.7000122,120.1200027,Reg,11,00:00.0,Sunday,14:25,60,1832_33819_33791
2017,539,2831,24535,13:59.8,45.06999969,4.849999905,0.289999992,190.3000031,267.230011,,539_2831,8.500000045,7.000000045,539_2831_2017-11-12 20:13:59.800,33791,45.15000153,4.889999866,0.209999993,6.03000021,261.25,Reg,10,00:00.0,Sunday,12:00,53,2831_24535_33791
2017,388,3400,33819,44:53.9,53.18000031,27.04999924,0.140000001,194.9100037,359.8200073,,388_3400,4.800000042,0.100000039,388_3400_2017-09-01 03:44:53.900,33602,52.72999954,27.21999931,0.140000001,17.36000061,48.06999969,Pre,5,00:00.0,Thursday,19:00,75,3400_33819_33602
2017,550,1190,32979,54:04.4,56.38000107,24.17000008,0.289999992,131.0200043,155.25,,550_1190,8.099999979,0.199999973,550_1190_2017-11-19 18:54:04.400,33069,56.18999863,23.82999992,0.370000005,77.19999695,146.6999969,Reg,11,00:00.0,Sunday,12:00,60,1190_32979_33069
2017,494,4132,32517,05:29.3,38.25,13.38000011,0.649999976,178.6499939,278.7600098,,494_4132,6.199999973,1.899999976,494_4132_2017-10-22 20:05:29.300,32783,38.02999878,13.14000034,0.540000021,145.1000061,272.3999939,Reg,7,00:00.0,Sunday,13:00,74,4132_32517_32783
2016,218,2385,28080,55:06.8,60.06000137,30.79999924,0.310000002,315.980011,26.65999985,,218_2385,7.899999999,1.200000003,218_2385_2016-11-20 19:55:06.800,32783,60.04000092,30.86000061,0.370000005,183.8399963,247.2700043,Reg,11,00:00.0,Sunday,13:00,34,2385_28080_32783
2017,554,1364,32497,10:40.9,30.78000069,26.71999931,0.189999998,114.3899994,233.0599976,,554_1364,5.200000033,1.100000039,554_1364_2017-11-19 22:10:40.900,27321,30.80999947,26.23999977,0.379999995,74.12000275,235.2899933,Reg,11,00:00.0,Sunday,13:05,76,1364_32497_27321
2017,524,1337,33845,57:39.3,79.01000214,0.170000002,0.389999986,82.30000305,217.1699982,punt,524_1337,11.90000004,4.47E-08,524_1337_2017-11-05 18:57:39.300,31016,79.26999664,0.170000002,0.280000001,185.5299988,211.8200073,Reg,9,00:00.0,Sunday,13:00,56,1337_33845_31016
2017,524,1337,33943,57:39.3,87.12000275,25.37999916,0.310000002,10.60000038,135.4400024,punt,524_1337,11.90000004,4.47E-08,524_1337_2017-11-05 18:57:39.300,32417,87.40000153,25.07999992,0.270000011,210.7700043,121.8799973,Reg,9,00:00.0,Sunday,13:00,56,1337_33943_32417
2017,521,1812,32402,17:55.8,61.18000031,24.64999962,0.460000008,149.7799988,253.7899933,,521_1812,6.100000039,1.000000045,521_1812_2017-11-05 19:17:55.800,33917,61.59999847,24.42000008,0.159999996,182.9900055,224.1000061,Reg,9,00:00.0,Sunday,12:00,84,1812_32402_33917
2017,542,1425,33576,24:43.4,57.02999878,32.63999939,0.74000001,350.1199951,75.41000366,,542_1425,6.900000006,3.400000006,542_1425_2017-11-12 22:24:43.400,32215,57.52000046,32.68000031,0.769999981,356.1499939,69.31999969,Reg,10,00:00.0,Sunday,16:25,,1425_33576_32215
2017,539,2831,29794,13:59.8,43.04999924,20.71999931,0.560000002,210.3300018,266.8399963,,539_2831,8.500000045,7.000000045,539_2831_2017-11-12 20:13:59.800,33344,43.06000137,21.18000031,0.519999981,124.1699982,261.4400024,Reg,10,00:00.0,Sunday,12:00,53,2831_29794_33344
2017,350,681,29794,04:19.4,40.04999924,27.80999947,0.349999994,185.9499969,192.7299957,,350_681,8.899999976,1.699999973,350_681_2017-08-13 00:04:19.400,26493,39.58000183,27.80999947,0.200000003,13.21000004,210.2200012,Pre,2,00:00.0,Saturday,19:30,76,681_29794_26493
2017,523,866,32804,36:34.2,15.55000019,26.48999977,0.079999998,76.69999695,305.0299988,,523_866,4.700000048,0.100000039,523_866_2017-11-05 18:36:34.200,31815,15.67000008,26.01000023,0.100000001,271.3500061,281.8500061,Reg,9,00:00.0,Sunday,12:00,79,866_32804_31815
2017,376,1531,33434,39:36.9,29.12000084,45.33000183,0.059999999,85.97000122,129.5399933,,376_1531,8.300000012,7.900000006,376_1531_2017-08-27 00:39:36.900,31815,29,45.45000076,0.219999999,247.8300018,345.5899963,Pre,4,00:00.0,Saturday,19:30,84,1531_33434_31815
2017,376,1531,33883,39:36.9,29.19000053,45.86000061,0.180000007,58.27999878,37.58000183,,376_1531,8.300000012,7.900000006,376_1531_2017-08-27 00:39:36.900,31815,29,45.45000076,0.219999999,247.8300018,345.5899963,Pre,4,00:00.0,Saturday,19:30,84,1531_33883_31815
2017,523,866,33838,36:34.2,15.93999958,30.71999931,0.230000004,306.6400146,207.4600067,,523_866,4.700000048,0.100000039,523_866_2017-11-05 18:36:34.200,32741,16.25,31.09000015,0.239999995,108.2300034,224.4199982,Reg,9,00:00.0,Sunday,12:00,79,866_33838_32741
2017,385,1746,29048,09:14.2,29.17000008,20.22999954,0.129999995,106.8099976,79.72000122,,385_1746,10.99999997,0.49999997,385_1746_2017-09-01 00:09:14.200,31058,28.79999924,20.22999954,0.239999995,120.1699982,147.9600067,Pre,5,00:00.0,Thursday,19:00,65,1746_29048_31058
